YSR,tshell,Dyolk,φMXene,Asurface,iontype,rion,Eads,ΔGformation,DOSFermi,dinterlayer,Ea,σmax,epsilon_void,Surface_Term,C_theoretical,CE_initial,Crate,Stability_mech,C_0.1C,Retention_200,sigma_eff
0.723,19.4,211.8,0.173,417,K,1.38,-0.517,-0.967,0.253,12.27,0.623,2.325,58.3,F,2950,94.49,63.16,0,1126,76.46,8.86
0.615,28.8,177.6,0.377,612,Li,0.76,-0.713,-1.283,0.477,9.97,0.337,0.861,42.7,O,3579,98.29,91.56,1,1891,94.66,34.86
0.773,20.6,204.8,0.143,407,Na,1.02,-0.473,-0.913,0.243,12.07,0.643,2.415,55.3,OH,3120,94.19,61.46,0,1076,74.66,6.46
0.543,39.4,164.8,0.373,622,Li,0.76,-0.787,-1.367,0.473,9.87,0.327,0.731,47.7,O,3579,98.49,93.26,1,1976,96.06,39.46
0.655,30.2,178.8,0.347,602,Li,0.76,-0.673,-1.213,0.403,10.17,0.387,1.001,44.7,O,3579,97.69,88.56,1,1836,93.16,29.16
0.683,26.4,194.8,0.277,522,K,1.38,-0.617,-1.137,0.367,12.03,0.523,1.525,47.3,F,2950,95.69,71.16,0,1366,82.46,17.86
0.635,25.8,181.2,0.357,605,Li,0.76,-0.727,-1.277,0.447,10.07,0.367,0.941,42.7,O,3579,97.99,89.66,1,1861,93.86,31.16
0.795,18.8,214.8,0.177,427,Na,1.02,-0.527,-0.977,0.297,12.07,0.637,2.145,54,OH,3120,94.49,62.16,0,1091,75.86,7.06
0.513,40,155,0.417,637,Li,0.76,-0.797,-1.407,0.517,9.77,0.317,0.691,52,O,3579,98.79,93.46,1,1981,96.46,40.86
0.685,29.3,184.8,0.297,557,Li,0.76,-0.687,-1.197,0.407,10.27,0.397,1.131,40.8,O,3579,97.39,87.46,1,1776,91.66,25.46
0.713,24,197.8,0.247,497,K,1.38,-0.587,-1.097,0.337,12.57,0.577,1.713,47.8,F,2950,95.59,69.16,0,1311,80.66,14.86
0.665,24.8,189.2,0.317,592,Li,0.76,-0.717,-1.257,0.457,10.07,0.357,0.971,43.7,O,3579,97.89,89.16,1,1846,93.46,27.66
0.815,21.3,207.8,0.167,402,Na,1.02,-0.517,-0.957,0.277,12.17,0.657,2.383,60.5,OH,3120,94.29,60.66,0,1066,74.46,6.16
0.605,30.8,168.8,0.377,615,Li,0.76,-0.777,-1.347,0.497,9.87,0.337,0.751,48.7,O,3579,98.39,92.46,1,1946,95.56,36.86
0.715,19.8,200.2,0.287,537,Li,0.76,-0.697,-1.217,0.417,10.37,0.387,1.141,41.8,O,3579,97.59,87.96,1,1811,92.46,24.16
0.785,22.3,205.8,0.207,447,K,1.38,-0.547,-1.017,0.307,12.67,0.607,2.083,55.8,F,2950,95.19,66.46,0,1221,78.86,10.46
0.635,27.8,171.8,0.367,609,Li,0.76,-0.737,-1.287,0.467,9.48,0.347,0.853,36.8,O,3579,98.19,90.66,1,1876,94.46,33.46
0.835,13.2,216.8,0.147,387,Na,1.02,-0.487,-0.917,0.247,12.37,0.707,2.633,56.8,OH,3120,93.59,58.86,0,1021,72.66,4.86
0.58,41,160.8,0.407,639,Li,0.76,-0.827,-1.457,0.537,9.67,0.287,0.555,51.8,O,3579,98.89,93.96,1,2006,96.66,39.66
0.695,22.8,195.2,0.317,555,Li,0.76,-0.707,-1.237,0.437,9.68,0.377,1.023,39.8,O,3579,97.69,88.16,1,1806,92.46,26.86
0.755,25.5,194.8,0.267,517,K,1.38,-0.597,-1.107,0.347,11.98,0.567,1.613,46.8,F,2950,95.79,70.46,0,1336,81.16,16.46
0.617,28.8,172.8,0.387,564,Li,0.76,-0.757,-1.337,0.487,9.48,0.337,0.783,41.8,O,3579,98.29,91.86,1,1921,95.16,36.16
0.855,19.2,209.8,0.157,392,Na,1.02,-0.507,-0.927,0.257,11.88,0.677,2.497,55.8,OH,3120,93.99,60.16,0,1041,73.86,5.46
0.605,34.6,162.8,0.397,620,Li,0.76,-0.807,-1.407,0.517,9.28,0.307,0.673,44.8,O,3579,98.69,93.46,1,1986,96.36,38.86
0.675,24.2,180.8,0.347,600,Li,0.76,-0.727,-1.267,0.447,9.58,0.367,0.933,39.8,O,3579,97.99,89.46,1,1856,93.76,29.76
0.735,25.2,192.8,0.307,547,Li,0.76,-0.687,-1.187,0.407,10.68,0.397,1.193,50.8,O,3579,97.49,87.16,1,1781,91.86,24.66
0.805,22.4,201.8,0.227,457,K,1.38,-0.557,-1.037,0.317,12.88,0.597,1.947,51.8,F,2950,95.39,67.16,0,1251,79.46,11.16
0.645,27.2,175.8,0.357,561,Li,0.76,-0.747,-1.297,0.477,9.48,0.357,0.883,38.8,O,3579,98.09,90.46,1,1881,94.26,31.86
0.835,15,206.8,0.187,412,Na,1.02,-0.517,-0.957,0.287,11.58,0.657,2.317,53.8,OH,3120,94.39,61.86,0,1086,75.16,6.86
0.595,39.2,159.8,0.417,638,Li,0.76,-0.837,-1.467,0.547,9.18,0.277,0.535,48.8,O,3579,98.99,94.16,1,2011,96.86,41.46
0.715,20.8,189.8,0.317,565,Li,0.76,-0.697,-1.207,0.427,10.51,0.387,1.083,47.8,O,3579,97.59,87.66,1,1801,92.26,26.16
0.775,18.7,196.8,0.267,507,K,1.38,-0.577,-1.077,0.327,12.98,0.587,1.747,56.8,F,2950,95.69,68.66,0,1301,80.16,13.86
0.665,25.7,178.8,0.337,602,Li,0.76,-0.717,-1.257,0.457,9.58,0.367,0.977,40.8,O,3579,97.89,88.86,1,1841,93.56,28.66
0.825,16.7,204.8,0.197,422,Na,1.02,-0.527,-0.967,0.307,11.48,0.647,2.247,52.8,OH,3120,94.59,62.86,0,1106,76.46,7.66
0.615,29.8,167.8,0.397,571,Li,0.76,-0.787,-1.387,0.517,9.38,0.317,0.723,44.8,O,3579,98.59,92.66,1,1956,95.66,37.46
0.695,23.7,184.8,0.317,577,Li,0.76,-0.707,-1.227,0.437,9.68,0.377,1.003,40.8,O,3579,97.79,88.46,1,1816,92.66,27.46
0.745,20.1,193.8,0.287,527,K,1.38,-0.607,-1.127,0.357,11.98,0.543,1.517,45.8,F,2950,95.89,70.86,0,1346,81.66,17.16
0.635,33,171.8,0.367,607,Li,0.76,-0.737,-1.287,0.467,9.48,0.357,0.863,37.8,O,3579,98.19,90.86,1,1871,94.36,33.16
0.647,29.9,176.2,0.338,553,Li,0.76,-0.698,-1.228,0.43,9.92,0.398,0.947,40.7,O,3579,98.32,89.52,1,1887,93.64,29.04
0.746,16.6,216.6,0.162,437,Na,1.02,-0.502,-0.962,0.276,11.95,0.592,2.066,59.5,OH,3120,94.94,64.44,0,1174,78.04,7.84
0.582,31.8,163.4,0.402,589,Li,0.76,-0.732,-1.332,0.462,9.88,0.338,0.734,39.8,O,3579,98.37,92.96,1,1932,95.44,41.74
0.734,18.8,203.4,0.298,528,K,1.38,-0.572,-1.082,0.358,12.12,0.568,1.402,46.2,F,2950,96.51,71.54,0,1354,81.94,18.54
0.551,43,164,0.362,567,Li,0.76,-0.818,-1.438,0.502,9.68,0.272,0.572,55.2,O,3579,99.31,93.74,1,2051,96.84,38.04
0.681,22,186.6,0.232,508,Li,0.76,-0.738,-1.298,0.432,10.18,0.332,1.098,43.2,O,3579,97.47,87.14,1,1754,91.44,22.14
0.791,19.6,206.6,0.132,398,Na,1.02,-0.462,-0.902,0.232,12.18,0.662,2.498,53.2,OH,3120,93.77,59.84,0,1054,73.74,5.74
0.571,26.6,178.4,0.368,608,Li,0.76,-0.682,-1.232,0.46,10.08,0.378,0.934,41.8,O,3579,98.73,90.34,1,1854,93.74,32.54
0.761,17,201.6,0.202,478,Na,1.02,-0.532,-1.032,0.292,11.68,0.562,1.858,48.2,F,3120,95.47,67.84,0,1294,79.94,12.24
0.531,41,159,0.382,641,Li,0.76,-0.762,-1.362,0.482,9.78,0.318,0.704,44.6,O,3579,99.21,92.94,1,1964,95.84,40.14
0.711,20.9,191.6,0.282,568,Li,0.76,-0.642,-1.162,0.372,10.38,0.418,1.168,42.2,O,3579,97.17,87.74,1,1789,92.14,26.44
0.721,19.6,211.6,0.172,418,K,1.38,-0.518,-0.968,0.252,12.28,0.622,2.328,58.2,F,2950,94.47,63.14,0,1124,76.44,8.84
0.617,28.6,178,0.378,613,Li,0.76,-0.712,-1.282,0.478,9.98,0.338,0.864,42.8,O,3579,98.27,91.54,1,1889,94.64,34.84
0.771,20.7,204.6,0.142,408,Na,1.02,-0.472,-0.912,0.242,12.08,0.642,2.418,55.2,OH,3120,94.17,61.44,0,1074,74.64,6.44
0.541,39.6,164.6,0.372,623,Li,0.76,-0.788,-1.368,0.472,9.88,0.328,0.734,47.8,O,3579,98.47,93.24,1,1974,96.04,39.44
0.657,30.4,178.6,0.348,603,Li,0.76,-0.672,-1.212,0.402,10.18,0.388,1.004,44.8,O,3579,97.67,88.54,1,1834,93.14,29.14
0.681,26.6,194.6,0.278,523,K,1.38,-0.618,-1.138,0.368,12.02,0.522,1.528,47.2,F,2950,95.67,71.14,0,1364,82.44,17.84
0.637,25.6,181.4,0.358,606,Li,0.76,-0.728,-1.278,0.448,10.08,0.368,0.944,42.8,O,3579,97.97,89.64,1,1859,93.84,31.14
0.797,18.9,214.6,0.178,428,Na,1.02,-0.528,-0.978,0.298,12.08,0.638,2.142,53.9,OH,3120,94.47,62.14,0,1089,75.84,7.04
0.511,40.2,154.6,0.418,639,Li,0.76,-0.798,-1.408,0.518,9.78,0.318,0.694,52.2,O,3579,98.77,93.44,1,1979,96.44,40.84
0.687,29.5,184.6,0.298,558,Li,0.76,-0.688,-1.198,0.408,10.28,0.398,1.134,40.6,O,3579,97.37,87.44,1,1774,91.64,25.44
0.711,24.2,197.6,0.248,498,K,1.38,-0.588,-1.098,0.338,12.58,0.578,1.716,47.6,F,2950,95.57,69.14,0,1309,80.64,14.84
0.667,24.6,189.4,0.318,593,Li,0.76,-0.718,-1.258,0.458,10.08,0.358,0.974,43.8,O,3579,97.87,89.14,1,1844,93.44,27.64
0.817,21.5,207.6,0.168,403,Na,1.02,-0.518,-0.958,0.278,12.18,0.658,2.386,60.7,OH,3120,94.27,60.64,0,1064,74.44,6.14
0.607,30.6,168.6,0.378,616,Li,0.76,-0.778,-1.348,0.498,9.88,0.338,0.754,48.8,O,3579,98.37,92.44,1,1944,95.54,36.84
0.717,19.6,200.4,0.288,538,Li,0.76,-0.698,-1.218,0.418,10.38,0.388,1.144,41.6,O,3579,97.57,87.94,1,1809,92.44,24.14
0.787,22.5,205.6,0.208,448,K,1.38,-0.548,-1.018,0.308,12.68,0.608,2.086,55.6,F,2950,95.17,66.44,0,1219,78.84,10.44
0.637,27.6,171.6,0.368,610,Li,0.76,-0.738,-1.288,0.468,9.46,0.348,0.856,36.6,O,3579,98.17,90.64,1,1874,94.44,33.44
0.837,13,216.6,0.148,388,Na,1.02,-0.488,-0.918,0.248,12.38,0.708,2.636,56.6,OH,3120,93.57,58.84,0,1019,72.64,4.84
0.582,41.2,160.6,0.408,641,Li,0.76,-0.828,-1.458,0.538,9.68,0.288,0.552,52,O,3579,98.87,93.94,1,2004,96.64,39.64
0.697,22.6,195.4,0.318,554,Li,0.76,-0.708,-1.238,0.438,9.66,0.378,1.026,39.6,O,3579,97.67,88.14,1,1804,92.44,26.84
0.757,25.7,194.6,0.268,518,K,1.38,-0.598,-1.108,0.348,11.96,0.568,1.616,46.6,F,2950,95.77,70.44,0,1334,81.14,16.44
0.619,28.6,172.6,0.388,562,Li,0.76,-0.758,-1.338,0.488,9.46,0.338,0.786,41.6,O,3579,98.27,91.84,1,1919,95.14,36.14
0.857,19.3,209.6,0.158,393,Na,1.02,-0.508,-0.928,0.258,11.86,0.678,2.5,55.6,OH,3120,93.97,60.14,0,1039,73.84,5.44
0.607,34.4,162.6,0.398,621,Li,0.76,-0.808,-1.408,0.518,9.26,0.308,0.676,44.6,O,3579,98.67,93.44,1,1984,96.34,38.84
0.677,24,180.6,0.348,601,Li,0.76,-0.728,-1.268,0.448,9.56,0.368,0.936,39.6,O,3579,97.97,89.44,1,1854,93.74,29.74
0.737,25.3,192.6,0.308,548,Li,0.76,-0.688,-1.188,0.408,10.71,0.398,1.196,51.1,O,3579,97.47,87.14,1,1779,91.84,24.64
0.807,22.6,201.6,0.228,458,K,1.38,-0.558,-1.038,0.318,12.91,0.598,1.95,51.6,F,2950,95.37,67.14,0,1249,79.44,11.14
0.647,27,175.6,0.358,559,Li,0.76,-0.748,-1.298,0.478,9.46,0.358,0.886,38.6,O,3579,98.07,90.44,1,1879,94.24,31.84
0.837,14.8,206.6,0.188,413,Na,1.02,-0.518,-0.958,0.288,11.56,0.658,2.32,53.6,OH,3120,94.37,61.84,0,1084,75.14,6.84
0.597,39.3,159.6,0.418,640,Li,0.76,-0.838,-1.468,0.548,9.16,0.278,0.532,48.6,O,3579,98.97,94.14,1,2009,96.84,41.44
0.717,20.6,189.6,0.318,566,Li,0.76,-0.698,-1.208,0.428,10.53,0.388,1.086,48.1,O,3579,97.57,87.64,1,1799,92.24,26.14
0.777,18.5,196.6,0.268,508,K,1.38,-0.578,-1.078,0.328,13.01,0.588,1.75,57.1,F,2950,95.67,68.64,0,1299,80.14,13.84
0.667,25.5,178.6,0.338,603,Li,0.76,-0.718,-1.258,0.458,9.56,0.368,0.98,40.6,O,3579,97.87,88.84,1,1839,93.54,28.64
0.827,16.5,204.6,0.198,423,Na,1.02,-0.528,-0.968,0.308,11.46,0.648,2.25,52.6,OH,3120,94.57,62.84,0,1104,76.44,7.64
0.617,29.4,167.6,0.398,569,Li,0.76,-0.788,-1.388,0.518,9.36,0.318,0.726,44.6,O,3579,98.57,92.64,1,1954,95.64,37.44
0.697,23.5,184.6,0.318,578,Li,0.76,-0.708,-1.228,0.438,9.66,0.378,1.006,40.6,O,3579,97.77,88.44,1,1814,92.64,27.44
0.747,19.9,193.6,0.288,528,K,1.38,-0.608,-1.128,0.358,11.96,0.542,1.52,45.6,F,2950,95.87,70.84,0,1344,81.64,17.14
0.637,33.2,171.6,0.368,608,Li,0.76,-0.738,-1.288,0.468,9.46,0.358,0.866,37.6,O,3579,98.17,90.84,1,1869,94.34,33.14
0.649,30,176,0.339,551,Li,0.76,-0.699,-1.229,0.431,9.91,0.399,0.949,40.6,O,3579,98.33,89.54,1,1889,93.66,29.06
0.744,16.7,216.4,0.161,438,Na,1.02,-0.501,-0.961,0.275,11.96,0.591,2.064,59.6,OH,3120,94.92,64.42,0,1172,78.02,7.82
0.584,31.6,163.6,0.401,587,Li,0.76,-0.731,-1.331,0.461,9.89,0.339,0.737,39.9,O,3579,98.35,92.98,1,1929,95.42,41.72
0.736,18.6,203.6,0.299,529,K,1.38,-0.571,-1.081,0.359,12.11,0.569,1.399,46.1,F,2950,96.53,71.52,0,1352,81.92,18.52
0.549,43.2,163.6,0.361,565,Li,0.76,-0.819,-1.439,0.501,9.69,0.271,0.569,55.4,O,3579,99.33,93.72,1,2053,96.86,38.02
0.683,21.8,186.4,0.231,509,Li,0.76,-0.739,-1.299,0.431,10.19,0.331,1.101,43.1,O,3579,97.45,87.12,1,1752,91.42,22.12
0.789,19.7,206.4,0.131,399,Na,1.02,-0.461,-0.901,0.231,12.19,0.661,2.501,53.1,OH,3120,93.75,59.82,0,1052,73.72,5.72
0.569,26.4,178.6,0.369,609,Li,0.76,-0.681,-1.231,0.461,10.09,0.379,0.937,41.9,O,3579,98.75,90.32,1,1852,93.72,32.52
0.763,16.8,201.4,0.201,479,Na,1.02,-0.531,-1.031,0.291,11.69,0.561,1.861,48.1,F,3120,95.45,67.82,0,1292,79.92,12.22
0.529,41.2,158.6,0.381,643,Li,0.76,-0.761,-1.361,0.481,9.79,0.319,0.707,44.4,O,3579,99.23,92.92,1,1962,95.82,40.12
0.713,20.7,191.4,0.281,569,Li,0.76,-0.641,-1.161,0.371,10.39,0.419,1.171,42.1,O,3579,97.15,87.72,1,1787,92.12,26.42
0.719,19.8,211.4,0.171,419,K,1.38,-0.519,-0.969,0.251,12.29,0.621,2.331,58.1,F,2950,94.45,63.12,0,1122,76.42,8.82
0.619,28.4,178.4,0.379,614,Li,0.76,-0.711,-1.281,0.479,9.99,0.339,0.867,42.9,O,3579,98.25,91.52,1,1887,94.62,34.82
0.769,20.8,204.4,0.141,409,Na,1.02,-0.471,-0.911,0.241,12.09,0.641,2.421,55.1,OH,3120,94.15,61.42,0,1072,74.62,6.42
0.539,39.8,164.4,0.371,624,Li,0.76,-0.789,-1.369,0.471,9.89,0.329,0.737,47.9,O,3579,98.45,93.22,1,1972,96.02,39.42
0.659,30.6,178.4,0.349,604,Li,0.76,-0.671,-1.211,0.401,10.19,0.389,1.007,44.9,O,3579,97.65,88.52,1,1832,93.12,29.12
0.679,26.8,194.4,0.279,524,K,1.38,-0.619,-1.139,0.369,12.01,0.521,1.531,47.1,F,2950,95.65,71.12,0,1362,82.42,17.82
0.639,25.4,181.6,0.359,607,Li,0.76,-0.729,-1.279,0.449,10.09,0.369,0.947,42.9,O,3579,97.95,89.62,1,1857,93.82,31.12
0.799,19,214.4,0.179,429,Na,1.02,-0.529,-0.979,0.299,12.09,0.639,2.139,53.8,OH,3120,94.45,62.12,0,1087,75.82,7.02
0.509,40.4,154.2,0.419,641,Li,0.76,-0.799,-1.409,0.519,9.79,0.319,0.697,52.4,O,3579,98.75,93.42,1,1977,96.42,40.82
0.689,29.7,184.4,0.299,559,Li,0.76,-0.689,-1.199,0.409,10.29,0.399,1.137,40.4,O,3579,97.35,87.42,1,1772,91.62,25.42
0.709,24.4,197.4,0.249,499,K,1.38,-0.589,-1.099,0.339,12.59,0.579,1.719,47.4,F,2950,95.55,69.12,0,1307,80.62,14.82
0.669,24.4,189.6,0.319,594,Li,0.76,-0.719,-1.259,0.459,10.09,0.359,0.977,43.9,O,3579,97.85,89.12,1,1842,93.42,27.62
0.819,21.7,207.4,0.169,404,Na,1.02,-0.519,-0.959,0.279,12.19,0.659,2.389,60.9,OH,3120,94.25,60.62,0,1062,74.42,6.12
0.609,30.4,168.4,0.379,617,Li,0.76,-0.779,-1.349,0.499,9.89,0.339,0.757,48.9,O,3579,98.35,92.42,1,1942,95.52,36.82
0.719,19.4,200.6,0.289,539,Li,0.76,-0.699,-1.219,0.419,10.39,0.389,1.147,41.4,O,3579,97.55,87.92,1,1807,92.42,24.12
0.789,22.7,205.4,0.209,449,K,1.38,-0.549,-1.019,0.309,12.69,0.609,2.089,55.4,F,2950,95.15,66.42,0,1217,78.82,10.42
0.639,27.4,171.4,0.369,611,Li,0.76,-0.739,-1.289,0.469,9.44,0.349,0.859,36.4,O,3579,98.15,90.62,1,1872,94.42,33.42
0.839,12.8,216.4,0.149,389,Na,1.02,-0.489,-0.919,0.249,12.39,0.709,2.639,56.4,OH,3120,93.55,58.82,0,1017,72.62,4.82
0.584,41.4,160.4,0.409,643,Li,0.76,-0.829,-1.459,0.539,9.69,0.289,0.549,52.2,O,3579,98.85,93.92,1,2002,96.62,39.62
0.699,22.4,195.6,0.319,553,Li,0.76,-0.709,-1.239,0.439,9.64,0.379,1.029,39.4,O,3579,97.65,88.12,1,1802,92.42,26.82
0.759,25.9,194.4,0.269,519,K,1.38,-0.599,-1.109,0.349,11.94,0.569,1.619,46.4,F,2950,95.75,70.42,0,1332,81.12,16.42
0.621,28.4,172.4,0.389,560,Li,0.76,-0.759,-1.339,0.489,9.44,0.339,0.789,41.4,O,3579,98.25,91.82,1,1917,95.12,36.12
0.859,19.4,209.4,0.159,394,Na,1.02,-0.509,-0.929,0.259,11.84,0.679,2.503,55.4,OH,3120,93.95,60.12,0,1037,73.82,5.42
0.609,34.2,162.4,0.399,622,Li,0.76,-0.809,-1.409,0.519,9.24,0.309,0.679,44.4,O,3579,98.65,93.42,1,1982,96.32,38.82
0.679,23.8,180.4,0.349,602,Li,0.76,-0.729,-1.269,0.449,9.54,0.369,0.939,39.4,O,3579,97.95,89.42,1,1852,93.72,29.72
0.739,25.4,192.4,0.309,549,Li,0.76,-0.689,-1.189,0.409,10.74,0.399,1.199,51.4,O,3579,97.45,87.12,1,1777,91.82,24.62
0.809,22.8,201.4,0.229,459,K,1.38,-0.559,-1.039,0.319,12.94,0.599,1.953,51.4,F,2950,95.35,67.12,0,1247,79.42,11.12
0.649,26.8,175.4,0.359,557,Li,0.76,-0.749,-1.299,0.479,9.44,0.359,0.889,38.4,O,3579,98.05,90.42,1,1877,94.22,31.82
0.839,14.6,206.4,0.189,414,Na,1.02,-0.519,-0.959,0.289,11.54,0.659,2.323,53.4,OH,3120,94.35,61.82,0,1082,75.12,6.82
0.599,39.4,159.4,0.419,642,Li,0.76,-0.839,-1.469,0.549,9.14,0.279,0.529,48.4,O,3579,98.95,94.12,1,2007,96.82,41.42
0.719,20.4,189.4,0.319,567,Li,0.76,-0.699,-1.209,0.429,10.55,0.389,1.089,48.4,O,3579,97.55,87.62,1,1797,92.22,26.12
0.779,18.3,196.4,0.269,509,K,1.38,-0.579,-1.079,0.329,13.04,0.589,1.753,57.4,F,2950,95.65,68.62,0,1297,80.12,13.82
0.669,25.3,178.4,0.339,604,Li,0.76,-0.719,-1.259,0.459,9.54,0.369,0.983,40.4,O,3579,97.85,88.82,1,1837,93.52,28.62
0.829,16.3,204.4,0.199,424,Na,1.02,-0.529,-0.969,0.309,11.44,0.649,2.253,52.4,OH,3120,94.55,62.82,0,1102,76.42,7.62
0.619,29,167.4,0.399,567,Li,0.76,-0.789,-1.389,0.519,9.34,0.319,0.729,44.4,O,3579,98.55,92.62,1,1952,95.62,37.42
0.699,23.3,184.4,0.319,579,Li,0.76,-0.709,-1.229,0.439,9.64,0.379,1.009,40.4,O,3579,97.75,88.42,1,1812,92.62,27.42
0.749,19.7,193.4,0.289,529,K,1.38,-0.609,-1.129,0.359,11.94,0.541,1.523,45.4,F,2950,95.85,70.82,0,1342,81.62,17.12
0.639,33.4,171.4,0.369,609,Li,0.76,-0.739,-1.289,0.469,9.44,0.359,0.869,37.4,O,3579,98.15,90.82,1,1867,94.32,33.12
0.651,30.1,175.8,0.34,549,Li,0.76,-0.7,-1.23,0.432,9.9,0.4,0.951,40.5,O,3579,98.34,89.56,1,1891,93.68,29.08
0.742,16.8,216.2,0.16,439,Na,1.02,-0.5,-0.96,0.274,11.97,0.59,2.062,59.7,OH,3120,94.9,64.4,0,1170,78,7.8
0.586,31.4,163.8,0.4,585,Li,0.76,-0.73,-1.33,0.46,9.9,0.34,0.74,40,O,3579,98.33,93,1,1926,95.4,41.7
0.738,18.4,203.8,0.3,530,K,1.38,-0.57,-1.08,0.36,12.1,0.57,1.396,46,F,2950,96.55,71.5,0,1350,81.9,18.5
0.547,43.4,163.2,0.36,563,Li,0.76,-0.82,-1.44,0.5,9.7,0.27,0.566,55.6,O,3579,99.35,93.7,1,2055,96.88,38
0.685,21.6,186.2,0.23,510,Li,0.76,-0.74,-1.3,0.43,10.2,0.33,1.104,43,O,3579,97.43,87.1,1,1750,91.4,22.1
0.787,19.8,206.2,0.13,400,Na,1.02,-0.46,-0.9,0.23,12.2,0.66,2.504,53,OH,3120,93.73,59.8,0,1050,73.7,5.7
0.567,26.2,178.8,0.37,610,Li,0.76,-0.68,-1.23,0.462,10.1,0.38,0.94,42,O,3579,98.77,90.3,1,1850,93.7,32.5
0.765,16.6,201.2,0.2,480,Na,1.02,-0.53,-1.03,0.29,11.7,0.56,1.864,48,F,3120,95.43,67.8,0,1290,79.9,12.2
0.527,41.4,158.2,0.38,645,Li,0.76,-0.76,-1.36,0.48,9.8,0.32,0.71,44.2,O,3579,99.25,92.9,1,1960,95.8,40.1
0.715,20.5,191.2,0.28,570,Li,0.76,-0.64,-1.16,0.37,10.4,0.42,1.174,42,O,3579,97.13,87.7,1,1785,92.1,26.4
0.717,20,211.2,0.17,420,K,1.38,-0.52,-0.97,0.25,12.3,0.62,2.334,58,F,2950,94.43,63.1,0,1120,76.4,8.8
0.621,28.2,178.8,0.38,615,Li,0.76,-0.71,-1.28,0.48,10,0.34,0.87,43,O,3579,98.23,91.5,1,1885,94.6,34.8
0.767,20.9,204.2,0.14,410,Na,1.02,-0.47,-0.91,0.24,12.1,0.64,2.424,55,OH,3120,94.13,61.4,0,1070,74.6,6.4
0.537,40,164.2,0.37,625,Li,0.76,-0.79,-1.37,0.47,9.9,0.33,0.74,48,O,3579,98.43,93.2,1,1970,96,39.4
0.661,30.8,178.2,0.35,605,Li,0.76,-0.67,-1.21,0.4,10.2,0.39,1.01,45,O,3579,97.63,88.5,1,1830,93.1,29.1
0.677,27,194.2,0.28,525,K,1.38,-0.62,-1.14,0.37,12,0.52,1.534,47,F,2950,95.63,71.1,0,1360,82.4,17.8
0.641,25.2,181.8,0.36,608,Li,0.76,-0.73,-1.28,0.45,10.1,0.37,0.95,43,O,3579,97.93,89.6,1,1855,93.8,31.1
0.801,19.1,214.2,0.18,430,Na,1.02,-0.53,-0.98,0.3,12.1,0.64,2.136,53.7,OH,3120,94.43,62.1,0,1085,75.8,7
0.507,40.6,153.8,0.42,643,Li,0.76,-0.8,-1.41,0.52,9.8,0.32,0.7,52.6,O,3579,98.73,93.4,1,1975,96.4,40.8
0.691,29.9,184.2,0.3,560,Li,0.76,-0.69,-1.2,0.41,10.3,0.4,1.14,40.2,O,3579,97.33,87.4,1,1770,91.6,25.4
0.707,24.6,197.2,0.25,500,K,1.38,-0.59,-1.1,0.34,12.6,0.58,1.722,47.2,F,2950,95.53,69.1,0,1305,80.6,14.8
0.671,24.2,189.8,0.32,595,Li,0.76,-0.72,-1.26,0.46,10.1,0.36,0.98,44,O,3579,97.83,89.1,1,1840,93.4,27.6
0.821,21.9,207.2,0.17,405,Na,1.02,-0.52,-0.96,0.28,12.2,0.66,2.392,61.1,OH,3120,94.23,60.6,0,1060,74.4,6.1
0.611,30.2,168.2,0.38,618,Li,0.76,-0.78,-1.35,0.5,9.9,0.34,0.76,49,O,3579,98.33,92.4,1,1940,95.5,36.8
0.721,19.2,200.8,0.29,540,Li,0.76,-0.7,-1.22,0.42,10.4,0.39,1.15,41.2,O,3579,97.53,87.9,1,1805,92.4,24.1
0.791,22.9,205.2,0.21,450,K,1.38,-0.55,-1.02,0.31,12.7,0.61,2.092,55.2,F,2950,95.13,66.4,0,1215,78.8,10.4
0.641,27.2,171.2,0.37,612,Li,0.76,-0.74,-1.29,0.47,9.42,0.35,0.862,36.2,O,3579,98.13,90.6,1,1870,94.4,33.4
0.841,12.6,216.2,0.15,390,Na,1.02,-0.49,-0.92,0.25,12.4,0.71,2.642,56.2,OH,3120,93.53,58.8,0,1015,72.6,4.8
0.586,41.6,160.2,0.41,645,Li,0.76,-0.83,-1.46,0.54,9.7,0.29,0.546,52.4,O,3579,98.83,93.9,1,2000,96.6,39.6
0.701,22.2,195.8,0.32,552,Li,0.76,-0.71,-1.24,0.44,9.62,0.38,1.032,39.2,O,3579,97.63,88.1,1,1800,92.4,26.8
0.761,26.1,194.2,0.27,520,K,1.38,-0.6,-1.11,0.35,11.92,0.57,1.622,46.2,F,2950,95.73,70.4,0,1330,81.1,16.4
0.623,28.2,172.2,0.39,558,Li,0.76,-0.76,-1.34,0.49,9.42,0.34,0.792,41.2,O,3579,98.23,91.8,1,1915,95.1,36.1
0.861,19.5,209.2,0.16,395,Na,1.02,-0.51,-0.93,0.26,11.82,0.68,2.506,55.2,OH,3120,93.93,60.1,0,1035,73.8,5.4
0.611,34,162.2,0.4,623,Li,0.76,-0.81,-1.41,0.52,9.22,0.31,0.682,44.2,O,3579,98.63,93.4,1,1980,96.3,38.8
0.681,23.6,180.2,0.35,603,Li,0.76,-0.73,-1.27,0.45,9.52,0.37,0.942,39.2,O,3579,97.93,89.4,1,1850,93.7,29.7
